File: ../log/crs_squares_20190328_000427.sllog
Loop   2: Game time:   6  Loop time:   5
Loop   3: Game time:   4  Loop time:  10
Loop   4: Game time:   3  Loop time:   6
Loop   5: Game time:   4  Loop time:   5
Loop   6: Game time:   4  Loop time:   6
Loop   7: Game time:   5  Loop time:   6
Loop   8: Game time:   4  Loop time:   8
Loop   9: Game time:   6  Loop time:   6
Loop  10: Game time:   6  Loop time:   8
Loop  11: Game time:   6  Loop time:   8
Loop  12: Game time:   5  Loop time:   8
Loop  13: Game time:   6  Loop time:   7
Loop  14: Game time:   5  Loop time:   8
Loop  15: Game time:   5  Loop time:   7
Loop  16: Game time:   6  Loop time:   8
Loop  17: Game time:   7  Loop time:   8
Loop  18: Game time:   6  Loop time:  10
Loop  19: Game time:   7  Loop time:   9
Loop  20: Game time:   6  Loop time:  10
Loop  21: Game time:  10  Loop time:   8
Loop  22: Game time:   7  Loop time:  12
Loop  23: Game time:   8  Loop time:  10
Loop  24: Game time:   8  Loop time:  11
Loop  25: Game time:   7  Loop time:  11
Loop  26: Game time:   8  Loop time:  11
Loop  27: Game time:   9  Loop time:  10
Loop  28: Game time:   8  Loop time:  11
Loop  29: Game time:   9  Loop time:  11
Loop  30: Game time:   7  Loop time:  11
Loop  31: Game time:   9  Loop time:  10
Loop  32: Game time:   8  Loop time:  11
Loop  33: Game time:   9  Loop time:  11
Loop  34: Game time:   9  Loop time:  12
Loop  35: Game time:   7  Loop time:  12
Loop  36: Game time:  11  Loop time:  10
Loop  37: Game time:  11  Loop time:  14
Loop  38: Game time:   8  Loop time:  15
Loop  39: Game time:   9  Loop time:  12
Loop  40: Game time:  11  Loop time:  13
Loop  41: Game time:  10  Loop time:  15
Loop  42: Game time:   9  Loop time:  13
Loop  43: Game time:  16  Loop time:  13
Loop  44: Game time:  12  Loop time:  20
Loop  45: Game time:  13  Loop time:  15
Loop  46: Game time:  13  Loop time:  16
Loop  47: Game time:  16  Loop time:  16
Loop  48: Game time:   9  Loop time:  19
Loop  49: Game time:   7  Loop time:  13
Loop  50: Game time:  13  Loop time:  10
Loop  51: Game time:   9  Loop time:  16
Loop  52: Game time:  13  Loop time:  11
Loop  53: Game time:  15  Loop time:  16
Loop  54: Game time:  13  Loop time:  18
Loop  55: Game time:  15  Loop time:  16
Loop  56: Game time:  11  Loop time:  18
Loop  57: Game time:  14  Loop time:  17
Loop  58: Game time:  14  Loop time:  17
Loop  59: Game time:  20  Loop time:  20
Loop  60: Game time:  11  Loop time:  24
Loop  61: Game time:  20  Loop time:  15
Loop  62: Game time:  16  Loop time:  23
Loop  63: Game time:  11  Loop time:  20
Loop  64: Game time:  23  Loop time:  14
Loop  65: Game time:  12  Loop time:  26
Loop  66: Game time:  15  Loop time:  17
Loop  67: Game time:  12  Loop time:  19
Loop  68: Game time:  20  Loop time:  16
Loop  69: Game time:  13  Loop time:  23
Loop  70: Game time:  13  Loop time:  18
Loop  71: Game time:  19  Loop time:  16
Loop  72: Game time:  14  Loop time:  22
Loop  73: Game time:  17  Loop time:  17
Loop  74: Game time:  14  Loop time:  22
Loop  75: Game time:  17  Loop time:  17
Loop  76: Game time:  12  Loop time:  22
Loop  77: Game time:  17  Loop time:  15
Loop  78: Game time:  21  Loop time:  22
Loop  79: Game time:  18  Loop time:  25
Loop  80: Game time:  15  Loop time:  21
Loop  81: Game time:  15  Loop time:  18
Loop  82: Game time:  16  Loop time:  20
Loop  83: Game time:  25  Loop time:  18
Loop  84: Game time:  12  Loop time:  28
Loop  85: Game time:  18  Loop time:  15
Loop  86: Game time:  23  Loop time:  22
Loop  87: Game time:  23  Loop time:  27
Loop  88: Game time:  19  Loop time:  27
Loop  89: Game time:  18  Loop time:  25
Loop  90: Game time:  18  Loop time:  23
Loop  91: Game time:  12  Loop time:  22
Loop  92: Game time:  17  Loop time:  16
Loop  93: Game time:  23  Loop time:  20
Loop  94: Game time:  18  Loop time:  27
Loop  95: Game time:  23  Loop time:  24
Loop  96: Game time:  17  Loop time:  27
Loop  97: Game time:  29  Loop time:  21
Loop  98: Game time:  25  Loop time:  33
Loop  99: Game time:  17  Loop time:  30
Loop 100: Game time:  16  Loop time:  23
Loop 101: Game time:  22  Loop time:  21
